0 0 0.000000000000E+00 0.000000000000E+00 0.000000000000E+00 3.333333507180E-02 1
1 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
2 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
3 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
4 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
5 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
6 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
7 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
8 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
9 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
10 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
11 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
12 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
13 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
14 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
15 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
16 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
17 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
18 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
19 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
20 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
21 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
22 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
23 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
24 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
25 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
26 0 4.656612873077E-09 4.656612873077E-09 6.585445078144E-09 3.333333507180E-02 1
